Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Core Processor","Speed","Number of Cores","Power (Watts)","Cooling Type","Size / Dimension","Form Factor","Expansion Site/Bus","RAM Capacity/Installed","Storage Interface","Video Outputs","Ethernet","USB","RS-232 (422, 485)","Digital I/O Lines","Analog Input:Output","Watchdog Timer","Operating Temperature"
//media.digikey.com/pdf/Data%20Sheets/Rabbit%20Z-World%20PDFs/Rabbit_Cat_2009.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/20-101-0457.JPG,602-1646-ND,20-101-0457,Digi,COMPUTER SINGLE-BOARD BL2030,2,0,"172.00000","0","1","-","Wildcat","Not For New Designs","Rabbit 2000","22.1MHz","1","1.5W","-","3.43"" x 4.15"" (87mm x 105mm)","-","-","128KB/128KB","-","-","-","-","4","28","4:0","Yes","-40°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Rabbit%20Z-World%20PDFs/BL2500%20Coyote.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/20-101-0602.JPG,602-1734-ND,20-101-0602,Digi,COMPUTER SGL-BRD BL2500 44.2MHZ,2,0,"258.00000","0","1","-","Coyote™","Not For New Designs","Rabbit 3000","29.4MHz","1","3.4W","-","3.94"" x 3.94"" (100mm x 100mm)","-","-","512KB/128KB","-","-","10Mbps (1)","-","6","24","1:2","Yes","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/AIMB-582/Product%20-%20Datasheet/AIMB-582_DS(01.15.14)20140122143139.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_AIMB-582WG2-00A1E.jpg,AIMB-582WG2-00A1E-ND,AIMB-582WG2-00A1E,Advantech Corp,MOTHERBOARD I CORE C216 MATX,4,0,"452.20000","0","1","-","-","Active","Intel Core i7/i5/i3/Celeron/Pentium/Xeon","2.5GHz ~ 3.4GHz","2/4","-","Heat Sink","9.6"" x 9.6"" (244mm x 244mm)","Micro-ATX (without Processor)","PCI, PCIe","32GB/0GB","SATA 2.0 (4), SATA 3.0 (2)","CRT, DP, DVI, LVDS","10/100/1000Mbps","USB 2.0 (8), USB 3.0 (4)","6","8","-","Yes","0°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/AIMB-581/Product%20-%20Datasheet/AIMB-581_DS(01.15.14)20140122143114.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_AIMB-581WG2-00A1E.jpg,AIMB-581WG2-00A1E-ND,AIMB-581WG2-00A1E,Advantech Corp,MOTHERBOARD I CORE C206 MATX,2,0,"468.16000","0","1","-","-","Active","Intel Core i7/i5/i3/Celeron/Pentium","2.5GHz ~ 3.4GHz","2/4","-","Heat Sink","9.6"" x 9.6"" (244mm x 244mm)","Micro-ATX (without Processor)","PCI, PCIe","32GB/0GB","SATA 2.0 (4), SATA 3.0 (2)","CRT, DVI, LVDS","10/100/1000Mbps","USB 2.0 (10), USB 3.0 (2)","6","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4562-EBP-16.JPG,1241-1363-ND,VL-EPU-4562-SBP-16,VersaLogic Corporation,EMBEDDED PROCESSING UNIT,1,0,"1549.01000","0","1","-","Blackbird","Active","Intel Core i5","2.7GHz","4","21.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1418-ND,VL-EPME-42SAP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKENO RAM,2,0,"1555.01000","0","1","-","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1415-ND,VL-EPME-42EAP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,4,0,"1630.01000","0","1","-","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1419-ND,VL-EPME-42SBP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE NO RAM,2,0,"1906.01000","0","1","-","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1416-ND,VL-EPME-42EBP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,3,0,"1981.01000","0","1","-","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1440-ND,VL-EPME-42EBP-08,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, ET,",3,0,"2174.01000","0","1","-","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1420-ND,VL-EPME-42SCP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE NO RAM,2,0,"2297.01000","0","1","-","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1417-ND,VL-EPME-42ECP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,10,0,"2372.01000","0","1","-","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Liger-Series.jpg,1241-1439-ND,VL-EPM-43EBP-08,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",3,0,"2626.01000","0","1","-","Liger","Active","Intel Core i5-7300U","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","8GB/8GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-B-005.jpg,2064-KVIM1-B-005-ND,KVIM1-B-005,Khadas,VIM1 BASICSINGLE BOARD COMPUTER,24,0,"80.85000","0","1","-","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100Mbps","USB 2.0 (1)","-","-","-","Yes","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-P-002_top.jpg,2064-KVIM1-P-002-ND,KVIM1-P-002,Khadas,"VIM1 PRO SINGLE BOARD COMPUTER,",24,0,"83.20000","0","1","-","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100Mbps","USB 2.0 (1)","-","-","-","Yes","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-P-005.jpg,2064-KVIM1-P-005-ND,KVIM1-P-005,Khadas,VIM1 PRO SINGLE BOARD COMPUTER +,23,0,"92.80000","0","1","-","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100Mbps","USB 2.0 (1)","-","-","-","Yes","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/KVIM3-B-002_Web.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM3-B-002.jpg,2064-KVIM3-B-002-ND,KVIM3-B-002,Khadas,KHADAS VIM3 BASIC 16GB A311D,6,0,"118.40000","0","1","-","-","Active","Amlogic A311D","2.2GHz","6","-","Fan","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI2.1/HDCP 2.2","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","Yes","-"
https://dl.khadas.com/Hardware/Edge/Specs/Edge_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEG1-B-002.jpg,2064-KEG1-B-002-ND,KEG1-B-002,Khadas,EDGE BASIC GOLD FINGERSSPECS.ROC,15,0,"122.84000","0","1","-","Edge Basic","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.26"" (82mm x 57.5mm)","-","-","2GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://dl.khadas.com/Hardware/Edge/Specs/Edge-V_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEGV-B-002.jpg,2064-KEGV-B-002-ND,KEGV-B-002,Khadas,EDGE-V BASIC VIMS FORM SPECS.ROC,8,0,"135.42000","0","1","-","Edge-V Basic","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.28"" (82mm x 58mm)","-","-","2GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://dl.khadas.com/Hardware/VIM2/Specs/Khadas_VIM2_Specs_190403.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM2.jpg,2064-KVIM2-P-005-ND,KVIM2-P-005,Khadas,VIM2 PRO SINGLE BOARD COMPUTER +,25,0,"145.00000","0","1","-","-","Active","Amlogic S912","1.5GHz","8","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","3GB","eMMC V5.1","HDMI 2.0a","GbE","USB 2.0 (1)","-","-","-","Yes","-"
https://dl.khadas.com/Hardware/Edge/Specs/Edge_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEG1-B-002.jpg,2064-KEG1-P-002-ND,KEG1-P-002,Khadas,EDGE PRO GOLD FINGERSSPECS.ROCKC,14,0,"156.20000","0","1","-","Edge Pro","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.26"" (82mm x 57.5mm)","-","-","4GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://dl.khadas.com/Hardware/VIM2/Specs/Khadas_VIM2_Specs_190403.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM2.jpg,2064-KVIM2-M-005-ND,KVIM2-M-005,Khadas,VIM2 MAX SINGLE BOARD COMPUTER +,24,0,"163.85000","0","1","-","-","Active","Amlogic S912","1.5GHz","8","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","3GB","eMMC V5.1","HDMI 2.0a","GbE","USB 2.0 (1)","-","-","-","Yes","-"
https://dl.khadas.com/Hardware/Edge/Specs/Edge-V_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEGV-B-002.jpg,2064-KEGV-P-002-ND,KEGV-P-002,Khadas,EDGE-V PRO VIMS FORM SPECS.ROCKC,14,0,"170.40000","0","1","-","Edge-V Pro","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.28"" (82mm x 58mm)","-","-","4GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://developer.solid-run.com/download/clearfog-pro-datasheet-2/?wpdmdl=3585&ind=1563870391881,-,1668-SRM6828S00D01GE000P01CH-ND,SRM6828S00D01GE000P01CH,SolidRun LTD,MARVEL CLEARFOG PRO A388,7,0,"180.00000","0","1","-","ClearFog Pro","Active","ARMADA A388, ARM® Cortex®-A9 Dual","1.6GHz","2","-","Heat Sink","8.86"" x 3.94"" (225mm x 100mm)","-","mSATA, mPCIe","1GB/1GB","eMMC, M.2, uSD","-","RJ45 (7)","USB 3.0 (3)","-","-","-","-","0°C ~ 70°C"
https://www.versalogic.com/Products/PDF/DS-Zebra%20EPC-2701.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2701-ExK-0xx.jpg,1241-1431-ND,VL-EPC-2701-EAK-005,VersaLogic Corporation,ZEBRA SINGLE-CORE I.MX6 SOLO CPU,18,0,"196.00000","0","1","-","Zebra","Active","ARM® Cortex®-A9, i.MX6Solo","800MHz","1","2.20W","Heat Sink","3.7"" x 3.7"" (95mm x 95mm)","COM Express Compact","mikroBUS™","4GB/512MB","eMMC, MicroSD","HDMI","10/100/1000Mbps (1)","USB 2.0 (2)","1","8","0:0","Yes","-40°C ~ 85°C"
https://dl.khadas.com/Hardware/Edge/Specs/Edge_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEG1-B-002.jpg,2064-KEG1-M-002-ND,KEG1-M-002,Khadas,EDGE MAX GOLD FINGERSSPECS.ROCKC,10,0,"227.20000","0","1","-","Edge Max","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.26"" (82mm x 57.5mm)","-","-","4GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://dl.khadas.com/Hardware/Edge/Specs/Edge-V_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KEGV-B-002.jpg,2064-KEGV-M-002-ND,KEGV-M-002,Khadas,EDGE-V MAX VIMS FORM SPECS.ROCKC,7,0,"238.56000","0","1","-","Edge-V Max","Active","ARM® Cortex®-A53, Cortex®-A72","1.5GHz, 1.8GHz","2/4","-","Fan","3.23"" x 2.28"" (82mm x 58mm)","-","-","4GB","-","H264/H265, H.264, VP8","10/100/1000Mbps","USB 2.0 (1), USB 3.0 (1), USB Type-C","-","-","-","-","-"
https://versalogic.com/Products/PDF/DS-Swordtail%20EPC-2702.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2702.jpg,1241-1456-ND,VL-EPC-2702-EBK-01,VersaLogic Corporation,"SBC ARM I.MX6 LITE CPU WI-FI/BT,",16,0,"273.00000","0","1","-","Swordtail","Active","ARM® Cortex®-A9, i.MX6DualLite","800MHz","2","1.72W","Heat Sink","3.7"" x 3.7"" (95mm x 95mm)","-","-","4GB/1GB","eMMC, MicroSD","HDMI, LVDS","GbE","USB 2.0 (2)","1","9","-","Yes","-40°C ~ 85°C"
https://advdownload.blob.core.windows.net/productfile/PIS/UNO-2271G/Product%20-%20Datasheet/UNO-2271G_DS(04.15.19)20190416104131.pdf,-,UNO-2271G-E21AE-ND,UNO-2271G-E21AE,Advantech Corp,EDGEGATEWAY E3815 4G DDR3L 32G E,7,0,"380.00000","0","1","-","-","Active","Atom E3825","1.33GHz","2","12W","Heat Sink","3.9"" x 2.8"" x 1.2"" (100mm x 70mm x 30mm)","Pocket Size","mPCIe","4GB/4GB","eMMC, mSATA","HDMI","10/100/1000Mbps","USB 3.0 (1)","2","-","-","Yes","0°C ~ 50°C"
http://downloadt.advantech.com/ProductFile/PIS/SRP-FPV240-AE/Product%20-%20Datasheet/SRP-FPV240-AE20180910103111.pdf,-,SRP-FPV240-AE-ND,SRP-FPV240-AE,Advantech Corp,ACP READY THINCLIENT HDMI+DP,6,0,"554.40000","0","1","-","-","Active","AMDR G-Series T40E","1.0GHz","2","14W","-","7.472"" x 4.193"" (189.80mm x 106.50mm)","-","-","512MB/2GB","-","DP, HDMI","10/100/1000Mbps, RJ45","USB 2.0 (4)","2","-","-","No","-10°C ~ 60°C"
https://advdownload.advantech.com/productfile/PIS/UNO-1372G-J/Product%20-%20Datasheet/UNO-1372G-J_DS20190628152648.pdf,-,UNO-1372G-J021AE-ND,UNO-1372G-J021AE,Advantech Corp,DINRAIL PC J1900 4G DDR3L TPM2.0,2,0,"819.26000","0","1","-","-","Active","Celeron J1900","2GHz","1","19W","Heat Sink","2.6"" x 4.1"" x 5.9"" (65mm x 105mm x 150mm)","Small Size","mPCIe","4GB/4GB","mSATA, SATA HDD","DP, HDMI","10/100/1000Mbps","USB 2.0 (3), USB 3.0 (1)","4","4","-","Yes","-20°C ~ 60°C"
https://developer.solid-run.com/download/clearfog-cx-lx2k-datasheet/?wpdmdl=4677&ind=1564495755636,-,1668-SRLX216S00D00GE064C03CH-ND,SRLX216S00D00GE064C03CH,SolidRun LTD,SBC MINI-ITX LX2K T7 CLEARFOG CX,10,0,"1011.36000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,//media.digikey.com/photos/VersaLogic%20Photos/MFG_VL-EPME.JPG,1241-1430-ND,VL-EPME-42ECP-04,VersaLogic Corporation,SINGLE BOARD COMPUTER,7,0,"2481.01000","0","1","-","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","4GB/4GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/wp-content/themes/vsl-new/assets/pdf/DS-Grizzly%20ESU-5070.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-ESU-5070ECP.jpg,1241-VL-ESU-5070ECP-00-ND,VL-ESU-5070ECP-00,VersaLogic Corporation,EMBED SVR. C3958 2.0 GHZ ET,3,0,"2930.01000","0","1","-","Grizzly","Active","Intel® Atom® Processor C3958","2GHz","16","-","Heat plate","6.102"" x 4.331"" (155mm x 110mm)","COM Express","M.2, Mini-PCIe","64GB/-","M.2, mSATA, SATA","-","10GbE","USB 3.0 (2)","2","14","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/wp-content/themes/vsl-new/assets/pdf/DS-Grizzly%20ESU-5070.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-ESU-5070ECP.jpg,1241-VL-ESU-5070ECP-32X-ND,VL-ESU-5070ECP-32X,VersaLogic Corporation,"EMBED SVR. C3958 2.0 GHZ, 32GB E",3,0,"3590.02000","0","1","-","Grizzly","Active","Intel® Atom® Processor C3958","2GHz","16","34.9W","Heat plate","6.102"" x 4.331"" (155mm x 110mm)","COM Express","M.2, Mini-PCIe","96GB/32GB","M.2, mSATA, SATA","-","10GbE","USB 3.0 (2)","2","14","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/wp-content/themes/vsl-new/assets/pdf/DS-Grizzly%20ESU-5070.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-ESU-5070ECP.jpg,1241-VL-ESU-5070ECP-64X-ND,VL-ESU-5070ECP-64X,VersaLogic Corporation,"EMBED SVR. C3958 2.0 GHZ ET, 64G",2,0,"3990.02000","0","1","-","Grizzly","Active","Intel® Atom® Processor C3958","2GHz","16","34.7W","Heat plate","6.102"" x 4.331"" (155mm x 110mm)","COM Express","M.2, Mini-PCIe","128GB/64GB","M.2, mSATA, SATA","-","10GbE","USB 3.0 (2)","2","14","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/wp-content/themes/vsl-new/assets/pdf/DS-Grizzly%20ESU-5070.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-ESU-5070ECP.jpg,1241-VL-ESU-5070ECP-128X-ND,VL-ESU-5070ECP-128X,VersaLogic Corporation,EMBED SVR. C3958 2.0 GHZ ET 128G,3,0,"5250.03000","0","1","-","Grizzly","Active","Intel® Atom® Processor C3958","2GHz","16","37.6W","Heat plate","6.102"" x 4.331"" (155mm x 110mm)","COM Express","M.2, Mini-PCIe","128GB/128GB","M.2, mSATA, SATA","-","10GbE","USB 3.0 (2)","2","14","-","Yes","-40°C ~ 85°C"
https://www.terasic.com.tw/cgi-bin/page/archive_download.pl?Language=English&No=1173&FID=2c688227ece609995234cdc60c5e04de,//media.digikey.com/photos/Terasic%20Tech%20Photos/MFG_P0563.jpg,P0563-ND,P0563,Terasic Inc.,HERO-I5 ROBOT OPEN PLATFORM,2,0,"6080.00000","0","1","-","HERO","Active","CPU - Intel Core i5, FPGA - Altera Arria 10 GX","-","2","-","-","135mm L x 177mm W x 76mm H","-","PCIe","10GB/10GB","SATA","HDMI","10/100/1000Mbps (2)","USB 2.0/3.0 (2), USB 3.0, USB Type C","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102110365_Web.pdf,-,1597-102110365-ND,102110365,"Seeed Technology Co., Ltd",ROCK PI S - MINI COMPUTER WITH R,24,0,"30.59000","0","1","-","-","Active","Rochchip RK3308, ARM Cortex 35","-","4","-","-","1.50"" x 1.50"" (38.10mm x 38.10mm)","-","GPIO, I²C, I²s, PWM, SPI, UART","512MB/0GB","-","HDMI","10/100Mbps, RJ45","USB 2.0 HOST Type A, USB 2.0 OTG Type C","-","26","-","No","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102991306_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_102991305.jpg,1597-102991306-ND,102991306,"Seeed Technology Co., Ltd",I.MX6ULL MCIMX6Y2CVM08AB  CORTEX,50,0,"43.35000","0","1","-","-","Active","ARM® Cortex®-A7","800MHz","1","-","-","-","-","I²C, LCD, SD","8GB/512MB","eMMC, NAND - Flash, MicroSD","-","100Mbps (2)","USB Type A (1), USB OTG Type C (1)","-","-","-","-","-20°C ~ 80°C"
-,//media.digikey.com/Photos/Wandboard%20Org%20Photos/MFG_PICO-PI-IMX.jpg,1406-0012-ND,PICO-PI-IMX6UL,Wandboard.Org,STARTER KIT FOR PICO-PI-IMX6UL,8,0,"82.35000","0","1","-","PICO","Active","ARM® Cortex®-A7, i.MX6Ultralite","528MHz","1","-","-","-","-","GPIO, I²C, SPI, TTL, UART","512MB/0MB","eMMC","PXP","10/100Mbps (1)","USB 2.0 (1), USB 2.0 OTG (1)","-","-","-","-","0°C ~ 60°C"
https://www.digi.com/hottag?ht=/pdf/ds-cc-6ul-sbc-express.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_CC-SBE-WMX-JN58.jpg,602-2174-ND,CC-SBE-WMX-JN58,Digi,CONNECTCORE,21,0,"124.00000","0","1","-","ConnectCore® 6UL","Last Time Buy","ARM® Cortex®-A7, i.MX6Ultralite","528MHz","1","-","-","3.43"" x 2.48"" (87mm x 63mm)","SBC","GPIO, I²C, SPI, TTL, UART","256MB/256MB","microSD","RGB","10/100Mbps (1)","USB 2.0 (2)","-","8","-","-","-40°C ~ 85°C"
https://www.digi.com/pdf/ds_connectcore6sbc.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_CC-SB-WMX-L76C.jpg,602-1909-ND,CC-SB-WMX-L76C-1,Digi,"CONNECTCORE 6 SBC, I.MX6DUALLITE",10,0,"298.67000","0","1","-","ConnectCore® 6","Discontinued at Digi-Key","ARM® Cortex®-A9, i.MX6DualLite","800MHz","2","-","-","2.83"" x 3.94"" (72mm x 100mm)","Pico-ITX","Wi-Fi/Bluetooth, XBee RF, Cellular","512MB/0MB","eMMC/SD","HDMI, LCD","GbE","USB 2.0 (3)","1","12","-","-","-40°C ~ 85°C"
https://b2b.harting.com/files/2095000000X00_MICA_GB.PDF,//media.digikey.com/Photos/Harting/MFG_2095000000200.jpg,1195-5685-ND,2095000000200,HARTING,HAIIC MICA USB,3,0,"990.50000","0","1","-","-","Active","ARM","1GHz","-","-","-","5.2"" x 3.4"" (132mm x 86mm)","-","-","1GB/0GB","eMMC/SD","-","10/100Mbps (1)","USB A (2)","-","8","-","-","-25°C ~ 75°C"
https://versalogic.com/Products/PDF/DS-EPMe-30-Bengal.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPME-30EBPA.JPG,1241-1386-ND,VL-EPME-30EBPA,VersaLogic Corporation,BENGAL 2-CORE CPU 1.46GHZ ET,4,0,"1160.01000","0","1","-","Bengal","Active","Atom E3826","1.46GHz","2","7.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/0GB","mSATA, SATA","VGA, Mini Display Port","10/100/1000Mbps (2)","USB 2.0 (5), USB 3.0 (1)","2","18","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Ocelot.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Ocelot.jpg,1241-1026-ND,VL-EPMS-21H,VersaLogic Corporation,SBC ATOM Z530PT 1.33 GHZ MAX 2GB,19,0,"1291.00000","0","1","-","Ocelot","Obsolete","Atom Z520PT","1.33GHz","1","6.5W","Heat Sink","3.6"" x 3.8"" (90mm x 96mm)","PC/104","SUMIT, PC/104","2GB/0GB","ATA100, IDE DOM","LVDS","GbE","USB 2.0 (2)","4","0","0:0","Yes","-40°C ~ 85°C"
